Description,Title,State,Postcode,SiteCode,ContractType,SiteRating,StreamA,StreamB,StreamC,Specialisation,Location,Address,Phone,Latitude,Longitude,ServiceType,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2100,AV56,DESA,3,,,,All Job Seekers,BROOKVALE,Warringah Mall Library 650/145 Old Pittwater Rd,1300 080 856,-33.76772041,151.26571474,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2756,AV66,DESA,3,,,,All Job Seekers,WINDSOR,Hawkesbury Central Library 300 George St,1300 080 856,-33.60972830,150.81748577,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2750,AV76,DESA,3,,,,All Job Seekers,PENRITH,"Lvl 2, Suite 2002 Borec House 29 - 57 Station St",1300 080 856,-33.74540825,150.69362348,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2043,AV96,DESA,3,,,,All Job Seekers,ERSKINEVILLE,Erskineville Town Hall 104 Erskineville Road,1300 080 856,-33.89938210,151.18383620,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2000,AW06,DESA,3,,,,All Job Seekers,SYDNEY,Level 34 31 Market St,1300 080 856,-33.87154945,151.20593899,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2165,AW26,DESA,3,,,,All Job Seekers,FAIRFIELD,8/13 Nelson St,1300 080 856,-33.86946647,150.95375389,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2166,AW36,DESA,1,,,,All Job Seekers,CABRAMATTA,Whitlam Library 165 Railway Parade,1300 080 856,-33.89255575,150.93874407,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2177,AW46,DESA,5,,,,All Job Seekers,BONNYRIGG,Bonnyrigg Library 100 Bonnyrigg Ave,1300 080 856,-33.88622843,150.88863939,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2141,AW56,DESA,3,,,,All Job Seekers,LIDCOMBE,BLDG E Gateway B/P Level 1 103/77-79 Parramatta Rd,1300 080 856,-33.84506392,151.04365143,,
,Mission Australia,NSW,2200,BD80,DESA,3,,,,All Job Seekers,BANKSTOWN,Bankstown Civic Centre Level 7 66-72 Rickard Road,1300 883 067,-33.91513031,151.03629683,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2150,BE10,DESA,5,,,,All Job Seekers,PARRAMATTA,Level 5 20 Wentworth Street,(02) 9407 7300,-33.81396457,151.00687829,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2170,BE90,DESA,3,,,,All Job Seekers,LIVERPOOL,276-278 Macquarie Street,(02) 8711 9000,-33.92436947,150.92372942,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2165,BF00,DESA,4,,,,All Job Seekers,FAIRFIELD,"Level 1,  7 William Street",(02) 8774 7100,-33.87296108,150.95401299,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2001,BH00,DESA,4,,,,All Job Seekers,SYDNEY,Level 3 241 Castlereagh Street,(02) 9361 7200,-33.87617040,151.20854289,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6030,BH08,DESA,New,,,,All Job Seekers,CLARKSON,Suite 17 61 Ocean Keys Bvd,,-31.68950068,115.71979291,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6027,BH18,DESA,New,,,,All Job Seekers,JOONDALUP,"Level1,  5 Davidson Terrace",,-31.73767639,115.77029534,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6062,BH28,DESA,New,,,,All Job Seekers,MORLEY,Unit 4 8 Dewar St,,-31.90036000,115.90114000,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6017,BH38,DESA,New,,,,All Job Seekers,OSBORNE PARK,1 King Edward Rd,,-31.90363000,115.80381000,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,TAS,7050,BH48,DESA,New,,,,All Job Seekers,KINGSTON,24 Hawthorn Dr,1300 080 856,-42.99265234,147.30502989,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,TAS,7250,BH58,DESA,New,,,,All Job Seekers,RIVERSIDE,Riverside Physiotherapy 5 Cleghorn Avenue,1300 080 856,-41.41111418,147.10084510,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,TAS,7250,BH60,DESA,3,,,,All Job Seekers,LAUNCESTON,Ground Floor 46-54 Charles Street,(03) 6335 1000,-41.43696283,147.13560200,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,TAS,7270,BH68,DESA,New,,,,All Job Seekers,BEACONSFIELD,Beaconsfield Neighbourhood House 33 Grubb Street,1300 080 856,-41.20314279,146.82194682,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2264,BH78,DESA,New,,,,All Job Seekers,MORISSET,Morisset PCYC 5 Kahibah Street,1300 080 856,-33.11765715,151.49111069,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2565,BH80,DESA,4,,,,All Job Seekers,INGLEBURN,Suite 2 34 Carlisle Street,(02) 9616 9200,-33.99806159,150.86674495,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,VIC,3153,BH88,DESA,New,,,,All Job Seekers,BAYSWATER,High Street Medical Centre Unit 2 2-4 High St,1300 080 856,-37.84183467,145.26512639,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2560,BH90,DESA,3,,,,All Job Seekers,CAMPBELLTOWN,Level 1 135 Queen Street,(02) 4606 2800,-34.06592268,150.81456444,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,VIC,3012,BH98,DESA,New,,,,All Job Seekers,MAIDSTONE,Maidstone Community Centre 21 Yardley St,1300 080 856,-37.78946005,144.86837885,,
"VERTO is an award winning, not-for-profit organisation assisting businesses and individuals with all their employment and training needs. Our expertise covers a range of areas including Aboriginal services, Australian Apprenticeships services, disability services, employment services and vocational training to help businesses, individuals and local industry.",VERTO,NSW,2594,BHRZ,DESA,2,,,,All Job Seekers,YOUNG,55 Boorowa Street,1300 483 786,-34.31331907,148.29924984,,
,VERTO,NSW,2671,BHSZ,DESA,5,,,,All Job Seekers,WEST WYALONG,89-91 Main Street,1300 483 786,-33.92291946,147.20705766,,
,VERTO,NSW,2877,BHWZ,DESA,5,,,,All Job Seekers,CONDOBOLIN,Wiradjuri Corporation Cnr McDonnell & Cunningham St,0408 050 153,-32.89959822,147.00743056,,
,OCTEC Limited,NSW,2749,BI18,DESA,New,,,,All Job Seekers,CRANEBROOK,Andromeda Community Centre 79/81 Andromeda Dr,,-33.71096071,150.71744410,,
,OCTEC Limited,NSW,2745,BI28,DESA,New,,,,All Job Seekers,GLENMORE PARK,Glenmore Park Town Centre 1 Town Terrace,,-33.78736467,150.66860474,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2770,BI40,DESA,3,,,,All Job Seekers,MOUNT DRUITT,Level 1 5 Mount Street,(02) 8882 6700,-33.76835963,150.82331930,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,NSW,2750,BI50,DESA,2,,,,All Job Seekers,PENRITH,"Borec House Level 3, 29-57 Station Street",(02) 4747 7900,-33.74540825,150.69362348,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,NSW,2750,BI50,DESA,3,,,,Psychiatric Disability,PENRITH,"Borec House Level 3, 29-57 Station Street",(02) 4747 7900,-33.74540825,150.69362348,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,NSW,2777,BI60,DESA,3,,,,Psychiatric Disability,SPRINGWOOD,111 Macquarie Road,(02) 4752 2200,-33.69886707,150.56812760,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,NSW,2777,BI60,DESA,4,,,,All Job Seekers,SPRINGWOOD,111 Macquarie Road,(02) 4752 2200,-33.69886707,150.56812760,,
,APM Employment Services,NSW,2447,BJ28,DESA,New,,,,All Job Seekers,MACKSVILLE,Shop 3 10-12 Princess Street,1300 366 047,-30.70691074,152.91898589,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2285,BJ38,DESA,New,,,,All Job Seekers,EDGEWORTH,1 Minmi Rd,1300 080 856,-32.92346032,151.62172967,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2346,BJ48,DESA,New,,,,All Job Seekers,MANILLA,191-193 Manilla Street,1300 080 856,-30.74665302,150.72028066,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2343,BJ58,DESA,New,,,,All Job Seekers,QUIRINDI,193 George St,1300 080 856,-31.50737313,150.68047839,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2262,BJ68,DESA,New,,,,All Job Seekers,SAN REMO,Camp Breakaway 80 Highview Ave,1300 080 856,-33.21670145,151.52839931,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2560,BJ78,DESA,New,,,,All Job Seekers,AIRDS,Land & Housing Corporation 52 Riverside Drive,1300 080 856,-34.08579919,150.82838625,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2153,BJ88,DESA,New,,,,All Job Seekers,BAULKHAM HILLS,16 Arthur St,1300 080 856,-33.76500322,150.99016192,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2516,BJ98,DESA,New,,,,All Job Seekers,BULLI,Bulli Community Centre 328 Princes Highway,1300 080 856,-34.33821106,150.90931771,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2526,BK08,DESA,New,,,,All Job Seekers,UNANDERRA,Unanderra Community Centre Princes Hwy &Factory Rd,1300 080 856,-34.45721184,150.84526547,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2541,BK28,DESA,New,,,,All Job Seekers,BOMADERRY,Bomaderry Community Centre 19 Birriley Street,1300 080 856,-34.85030799,150.60795375,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2541,BK38,DESA,New,,,,All Job Seekers,NOWRA,East Nowra Neighbourhood Centre 2/80 Park Road,1300 080 856,-34.89630641,150.61263992,,
,WDEA Works,VIC,3585,BK58,DESA,New,,,,All Job Seekers,SWAN HILL,98-100 Gray St,,-35.34597519,143.54503298,,
,The Personnel Group Ltd,VIC,3629,BL58,DESA,New,,,,All Job Seekers,MOOROOPNA,"23 Alexandra Street Mooroopna Education and Activity Centre,",(03) 5821 5888,-36.39307459,145.35835834,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.
",atWork Australia Pty Ltd,NSW,2017,BL68,DESA,3,,,,All Job Seekers,ZETLAND,Tote Building 100 Joynton Ave,1300 080 856,-33.90446858,151.20953380,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,WA,6112,BL78,DESA,1,,,,Aboriginal or Torres Strait Islander,ARMADALE,Suite 1 36 Commerce Avenue,1300 080 856,-32.15575773,116.01340796,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,WA,6112,BL78,DESA,2,,,,All Job Seekers,ARMADALE,Suite 1 36 Commerce Avenue,1300 080 856,-32.15575773,116.01340796,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,WA,6112,BL78,DESA,2,,,,Mental Health,ARMADALE,Suite 1 36 Commerce Avenue,1300 080 856,-32.15575773,116.01340796,,
,WISE Employment Ltd,QLD,4209,BM38,DESA,New,,,,All Job Seekers,UPPER COOMERA,90 Reserve Road,,-27.86824681,153.30449530,,
,The Personnel Group Ltd,ACT,2606,BM58,DESA,New,,,,All Job Seekers,PHILLIP,1/30 Corinna Street,(02) 6221 3448,-35.34593401,149.08377117,,
,The Personnel Group Ltd,ACT,2900,BM68,DESA,New,,,,All Job Seekers,TUGGERANONG,Tuggeranong Library 175/245 Cowlishaw St,(02) 6221 3448,-35.41569433,149.06987138,,
"To inspire and empower people through employment. AXIS Employment is a provider that can help you find a job. If you have a disability, injury or illness and are eager to find or stay in employment, AXIS Employment will help you achieve these goals. We help thousands of people to get work every year through our Disability Employment Services programs.",AXIS Employment,VIC,3498,BM78,DESA,New,,,,All Job Seekers,IRYMPLE,"One Hub, 2128 Fifteenth Street,",(03) 5021 0779,-34.23415382,142.16689215,,
,Atwork Australia Pty Ltd,NSW,2450,BM88,DESA,New,,,,All Job Seekers,CORAMBA,"Canopi Learning Solutions, 1492A Coramba Road,",1300 080 856,-30.22332974,153.02015910,,
"DVJS (formerly Dandenong Valley Job Support) has been assisting job seekers with disabilities access and maintain open employment since 1993 and is responsible for thousands of positive life-changing experiences. WE find jobs that match your skills and interests and support you and your employer to ensure that the job, is not just a job but a career.",DVJS Employment Solutions,VIC,3977,BN40,DESA,5,,,,All Job Seekers,CRANBOURNE,Level 1 15 Childers Street,1300 385 738,-38.11184348,145.28474539,,
,Atwork Australia Pty Ltd,QLD,4811,BN58,DESA,New,,,,All Job Seekers,WULGURU,Well Being Medical Centre 340 Stuart Drive,1300 080 856,-19.32793376,146.81796788,,
,Atwork Australia Pty Ltd,QLD,4573,BN68,DESA,New,,,,All Job Seekers,COOLUM BEACH,Matlow Place Suite 9/19 Birtwill,1300 080 856,-26.53055571,153.06952824,,
,Atwork Australia Pty Ltd,NSW,2564,BN78,DESA,New,,,,All Job Seekers,MACQUARIE FIELDS,"Glennquarie Library, 12 Brooks Street,",1300 080 856,-33.98614904,150.89039090,,
,OCTEC West Wyalong Employment Service,NSW,2671,BPCZ,DESA,Rating unavailable,,,,All Job Seekers,WEST WYALONG,89-91 Main Street,(02) 6851 6966,-33.92291946,147.20705766,,
,OCTEC Condobolin Employment Service,NSW,2877,BQZZ,DESA,Rating unavailable,,,,All Job Seekers,CONDOBOLIN,18 William Street,(02) 6851 6966,-33.09002000,147.14649750,,
,Atwork Australia Pty Ltd,WA,6107,BW18,DESA,1,,,,Aboriginal or Torres Strait Islander,CANNINGTON,Unit 22/53 Cecil Avenue,1300 080 856,-32.01473163,115.94139585,,
,Atwork Australia Pty Ltd,WA,6107,BW18,DESA,2,,,,Mental Health,CANNINGTON,Unit 22/53 Cecil Avenue,1300 080 856,-32.01473163,115.94139585,,
,Atwork Australia Pty Ltd,WA,6107,BW18,DESA,3,,,,All Job Seekers,CANNINGTON,Unit 22/53 Cecil Avenue,1300 080 856,-32.01473163,115.94139585,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,VIC,3186,BX38,DESA,2,,,,All Job Seekers,BRIGHTON,181 Bay St,,-37.90473583,144.99829950,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,VIC,3161,BX48,DESA,1,,,,All Job Seekers,CAULFIELD NORTH,Access Business Centre 242 Hawthorn Road,,-37.87974158,145.02300555,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,VIC,3196,BX58,DESA,2,,,,All Job Seekers,CHELSEA,Longbeach Place Inc 15 Chelsea Road,,-38.05071698,145.11774428,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,VIC,3149,BX68,DESA,2,,,,All Job Seekers,MOUNT WAVERLEY,Regus - Serviced Office Level 1 203 Blackburn Road,,-37.87325843,145.14783263,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,VIC,3174,BX78,DESA,2,,,,All Job Seekers,NOBLE PARK,A2Z Health Group 126 Chandler Road,,-37.96949556,145.17690561,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2162,BX88,DESA,1,,,,All Job Seekers,CHESTER HILL,89-91 Waldron Rd Chester Hill Neighbourhood Centre,,-33.87870958,150.99959411,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2211,BX98,DESA,1,,,,All Job Seekers,PADSTOW,Coolaburoo Neighbourhood Centre 11 Ryan Road,,-33.95387921,151.03574807,,
"ETC is a not-for-profit provider of employment and training services. ETC has been helping people with an injury, illness or disability find meaningful work for close to 30 years. We work closely with you to tailor work, training and support to suit your ability. Open full time 8.30am to 5.00pm. Freecall 1800 007 400.",ETC,NSW,2440,BXAZ,DESA,2,,,,All Job Seekers,KEMPSEY,Shop 8 41 Belgrave Street,1800 007 400,-31.07994565,152.83903108,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment and Training,NSW,2880,BXCZ,DESA,5,,,,All Job Seekers,BROKEN HILL,"336 Argent Street,",1300 787 392,-32.32108713,141.55287018,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2536,BXVZ,DESA,2,,,,All Job Seekers,BATEMANS BAY,1 Museum Place,(02) 4411 8470,-35.71175485,150.17727015,,
"APM knows everyone faces challenges when looking for work. We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  You’ll find us here 9am to 5pm, Mon to Fri.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2196,BY08,DESA,1,,,,All Job Seekers,PUNCHBOWL,260-264 The Boulevarde,(02) 9740 4327,-33.92599309,151.05491027,,
"APM knows everyone faces challenges when looking for work. We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  You’ll find us here 9am to 5pm, Mon to Fri.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2154,BY18,DESA,1,,,,All Job Seekers,CASTLE HILL,"Suite 2, Ground Floor 251 Old Northern Road",,-33.73539902,151.00313857,,
,APM Employment Services,NSW,2145,BY28,DESA,3,,,,All Job Seekers,WESTMEAD,Westmead Connectivity Centre 1 Dragonfly Dr,,-33.80866086,150.98625216,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,VIC,3887,BY38,DESA,3,,,,All Job Seekers,LAKE TYERS,Aboriginal Trust Building Rules Road,,-37.83997170,148.12566681,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,VIC,3898,BY48,DESA,3,,,,All Job Seekers,OMEO,East Gippsland Shire Business Centre Day Avenue,,-37.11043537,147.58566970,,
