Description,Title,State,Postcode,SiteCode,ContractType,SiteRating,StreamA,StreamB,StreamC,Specialisation,Location,Address,Phone,Latitude,Longitude,ServiceType,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2750,AV76,DESB,2,,,,All Job Seekers,PENRITH,"Lvl 2, Suite 2002 Borec House 29 - 57 Station St",1300 080 856,-33.74540825,150.69362348,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2043,AV96,DESB,2,,,,All Job Seekers,ERSKINEVILLE,Erskineville Town Hall 104 Erskineville Road,1300 080 856,-33.89938210,151.18383620,,
,NOVA Employment,NSW,2148,AW00,DESB,5,,,,All Job Seekers,BLACKTOWN,Units 4 & 5 18 Third Avenue,(02) 9831 7199,-33.76614236,150.91070313,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2000,AW06,DESB,2,,,,All Job Seekers,SYDNEY,Level 34 31 Market St,1300 080 856,-33.87154945,151.20593899,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2165,AW26,DESB,3,,,,All Job Seekers,FAIRFIELD,8/13 Nelson St,1300 080 856,-33.86946647,150.95375389,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2166,AW36,DESB,3,,,,All Job Seekers,CABRAMATTA,Whitlam Library 165 Railway Parade,1300 080 856,-33.89255575,150.93874407,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2177,AW46,DESB,4,,,,All Job Seekers,BONNYRIGG,Bonnyrigg Library 100 Bonnyrigg Ave,1300 080 856,-33.88622843,150.88863939,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2141,AW56,DESB,3,,,,All Job Seekers,LIDCOMBE,BLDG E Gateway B/P Level 1 103/77-79 Parramatta Rd,1300 080 856,-33.84506392,151.04365143,,
,MBC Employment Services,NSW,2500,BBAZ,DESB,3,,,,All Job Seekers,WOLLONGONG,Ground Floor 156 Keira Street,(02) 4228 1255,-34.42275860,150.89320999,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support.TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2481,BBCZ,DESB,3,,,,All Job Seekers,BYRON BAY,44 Fletcher Street,(02) 6685 8211,-28.64402168,153.61310528,,
,Mission Australia,NSW,2200,BD80,DESB,4,,,,All Job Seekers,BANKSTOWN,Bankstown Civic Centre Level 7 66-72 Rickard Road,1300 883 067,-33.91513031,151.03629683,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2150,BE10,DESB,5,,,,All Job Seekers,PARRAMATTA,Level 5 20 Wentworth Street,(02) 9407 7300,-33.81396457,151.00687829,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2456,BE20,DESB,5,,,,All Job Seekers,WOOLGOOLGA,10 Queen Street,(02) 6654 1550,-30.11110505,153.20229096,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2454,BE30,DESB,1,,,,All Job Seekers,BELLINGEN,20 Hyde Street,(02) 6655 0150,-30.45293820,152.89989492,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2165,BF00,DESB,3,,,,All Job Seekers,FAIRFIELD,"Level 1,  7 William Street",(02) 8774 7100,-33.87296108,150.95401299,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2001,BH00,DESB,4,,,,All Job Seekers,SYDNEY,Level 3 241 Castlereagh Street,(02) 9361 7200,-33.87617040,151.20854289,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6030,BH08,DESB,New,,,,All Job Seekers,CLARKSON,Suite 17 61 Ocean Keys Bvd,,-31.68950068,115.71979291,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6027,BH18,DESB,New,,,,All Job Seekers,JOONDALUP,"Level1,  5 Davidson Terrace",,-31.73767639,115.77029534,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6062,BH28,DESB,New,,,,All Job Seekers,MORLEY,Unit 4 8 Dewar St,,-31.90036000,115.90114000,,
"At Status we’re all about empowering you and we’ve been successfully assisting people into jobs for over 30 years!  Our knowledgeable staff will work with you every step of the way to ensure that we find you the right job by getting to know you and your individual circumstances.  At Status, we’re here for you, so call or come in and see us today!",Status Employment Services,WA,6017,BH38,DESB,New,,,,All Job Seekers,OSBORNE PARK,1 King Edward Rd,,-31.90363000,115.80381000,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,TAS,7050,BH48,DESB,New,,,,All Job Seekers,KINGSTON,24 Hawthorn Dr,1300 080 856,-42.99265234,147.30502989,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,TAS,7250,BH58,DESB,New,,,,All Job Seekers,RIVERSIDE,Riverside Physiotherapy 5 Cleghorn Avenue,1300 080 856,-41.41111418,147.10084510,,
"MAX Employment assists thousands of customers into work every year, operating from 250 offices across every Australian state & territory.
We deliver jobactive employment services on behalf of the Australian Govt.
We work in conjunction with national partner yourtown to also provide specialist youth employment services. This site operates Mon-Fri 8:30am-5pm",MAX Employment,TAS,7250,BH60,DESB,4,,,,All Job Seekers,LAUNCESTON,Ground Floor 46-54 Charles Street,(03) 6335 1000,-41.43696283,147.13560200,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,TAS,7270,BH68,DESB,New,,,,All Job Seekers,BEACONSFIELD,Beaconsfield Neighbourhood House 33 Grubb Street,1300 080 856,-41.20314279,146.82194682,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2264,BH78,DESB,New,,,,All Job Seekers,MORISSET,Morisset PCYC 5 Kahibah Street,1300 080 856,-33.11765715,151.49111069,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2565,BH80,DESB,2,,,,All Job Seekers,INGLEBURN,Suite 2 34 Carlisle Street,(02) 9616 9200,-33.99806159,150.86674495,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,VIC,3153,BH88,DESB,New,,,,All Job Seekers,BAYSWATER,High Street Medical Centre Unit 2 2-4 High St,1300 080 856,-37.84183467,145.26512639,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries.We deliver Disability Employment Services on behalf of the Australian Govt.
This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2560,BH90,DESB,3,,,,All Job Seekers,CAMPBELLTOWN,Level 1 135 Queen Street,(02) 4606 2800,-34.06592268,150.81456444,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,VIC,3012,BH98,DESB,New,,,,All Job Seekers,MAIDSTONE,Maidstone Community Centre 21 Yardley St,1300 080 856,-37.78946005,144.86837885,,
"VERTO is an award winning, not-for-profit organisation assisting businesses and individuals with all their employment and training needs. Our expertise covers a range of areas including Aboriginal services, Australian Apprenticeships services, disability services, employment services and vocational training to help businesses, individuals and local industry.",VERTO,NSW,2594,BHRZ,DESB,2,,,,All Job Seekers,YOUNG,55 Boorowa Street,1300 483 786,-34.31331907,148.29924984,,
,VERTO,NSW,2671,BHSZ,DESB,Rating unavailable,,,,All Job Seekers,WEST WYALONG,89-91 Main Street,1300 483 786,-33.92291946,147.20705766,,
,VERTO,NSW,2877,BHWZ,DESB,Rating unavailable,,,,All Job Seekers,CONDOBOLIN,Wiradjuri Corporation Cnr McDonnell & Cunningham St,0408 050 153,-32.89959822,147.00743056,,
,OCTEC Limited,NSW,2749,BI18,DESB,New,,,,All Job Seekers,CRANEBROOK,Andromeda Community Centre 79/81 Andromeda Dr,,-33.71096071,150.71744410,,
,OCTEC Limited,NSW,2745,BI28,DESB,New,,,,All Job Seekers,GLENMORE PARK,Glenmore Park Town Centre 1 Town Terrace,,-33.78736467,150.66860474,,
"MAX Employment assists thousands of customers into work every year, delivering services from 250 offices across every Australian state and territory. Through our business and community network we link customers to jobs across multiple industries. We deliver Disability Employment Services on behalf of the Australian Govt. This site operates Mon-Fri 8:30am-5pm",MAX Employment,NSW,2770,BI40,DESB,4,,,,All Job Seekers,MOUNT DRUITT,Level 1 5 Mount Street,(02) 8882 6700,-33.76835963,150.82331930,,
,MAX Employment,NSW,2750,BI50,DESB,2,,,,All Job Seekers,PENRITH,"Borec House Level 3, 29-57 Station Street",(02) 4747 7900,-33.74540825,150.69362348,,
,MAX Employment,NSW,2777,BI60,DESB,3,,,,All Job Seekers,SPRINGWOOD,111 Macquarie Road,(02) 4752 2200,-33.69886707,150.56812760,,
,APM Employment Services,NSW,2447,BJ28,DESB,New,,,,All Job Seekers,MACKSVILLE,Shop 3 10-12 Princess Street,1300 366 047,-30.70691074,152.91898589,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2285,BJ38,DESB,New,,,,All Job Seekers,EDGEWORTH,1 Minmi Rd,1300 080 856,-32.92346032,151.62172967,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2346,BJ48,DESB,New,,,,All Job Seekers,MANILLA,191-193 Manilla Street,1300 080 856,-30.74665302,150.72028066,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2343,BJ58,DESB,New,,,,All Job Seekers,QUIRINDI,193 George St,1300 080 856,-31.50737313,150.68047839,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2262,BJ68,DESB,New,,,,All Job Seekers,SAN REMO,Camp Breakaway 80 Highview Ave,1300 080 856,-33.21670145,151.52839931,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2560,BJ78,DESB,New,,,,All Job Seekers,AIRDS,Land & Housing Corporation 52 Riverside Drive,1300 080 856,-34.08579919,150.82838625,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2153,BJ88,DESB,New,,,,All Job Seekers,BAULKHAM HILLS,16 Arthur St,1300 080 856,-33.76500322,150.99016192,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,NSW,2516,BJ98,DESB,New,,,,All Job Seekers,BULLI,Bulli Community Centre 328 Princes Highway,1300 080 856,-34.33821106,150.90931771,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2526,BK08,DESB,New,,,,All Job Seekers,UNANDERRA,Unanderra Community Centre Princes Hwy &Factory Rd,1300 080 856,-34.45721184,150.84526547,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2477,BK18,DESB,New,,,,All Job Seekers,ALSTONVILLE,Alstonville Community Centre 42-46 Commercial Road,1300 080 856,-28.83833898,153.44107395,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2541,BK28,DESB,New,,,,All Job Seekers,BOMADERRY,Bomaderry Community Centre 19 Birriley Street,1300 080 856,-34.85030799,150.60795375,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2541,BK38,DESB,New,,,,All Job Seekers,NOWRA,East Nowra Neighbourhood Centre 2/80 Park Road,1300 080 856,-34.89630641,150.61263992,,
,WDEA Works,VIC,3585,BK58,DESB,New,,,,All Job Seekers,SWAN HILL,98-100 Gray St,,-35.34597519,143.54503298,,
,The Personnel Group Ltd,VIC,3629,BL58,DESB,New,,,,All Job Seekers,MOOROOPNA,"23 Alexandra Street Mooroopna Education and Activity Centre,",(03) 5821 5888,-36.39307459,145.35835834,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.
",atWork Australia Pty Ltd,NSW,2017,BL68,DESB,2,,,,All Job Seekers,ZETLAND,Tote Building 100 Joynton Ave,1300 080 856,-33.90446858,151.20953380,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,WA,6112,BL78,DESB,3,,,,All Job Seekers,ARMADALE,Suite 1 36 Commerce Avenue,1300 080 856,-32.15575773,116.01340796,,
,Joblink Plus,NSW,2333,BLCZ,DESB,3,,,,All Job Seekers,MUSWELLBROOK,Shop 2 77-85 Bridge Street,(02) 6541 8100,-32.26232373,150.88999125,,
,Jobs Australia,NSW,2354,BLJZ,DESB,4,,,,All Job Seekers,WALCHA,2W Fitzroy Street,(02) 6777 2767,-30.98461990,151.59257533,,
,Jobs Australia,NSW,2358,BLOZ,DESB,4,,,,All Job Seekers,URALLA,43 Bridge Street,(02) 6778 3180,-30.64120311,151.49983057,,
,Jobs Australia,NSW,2360,BLPZ,DESB,3,,,,All Job Seekers,INVERELL,144 Byron St,(02) 6722 4683,-29.77189690,151.11317546,,
,Jobs Australia,NSW,2365,BLQZ,DESB,4,,,,All Job Seekers,GUYRA,91A Bradley Street,(02) 6779 1287,-30.21743120,151.67224323,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support.TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or bycall centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2450,BM20,DESB,5,,,,All Job Seekers,COFFS HARBOUR,150-152 West High Street,(02) 6651 4450,-30.29617809,153.11346005,,
,WISE Employment Ltd,QLD,4209,BM38,DESB,New,,,,All Job Seekers,UPPER COOMERA,90 Reserve Road,,-27.86824681,153.30449530,,
,The Personnel Group Ltd,ACT,2606,BM58,DESB,New,,,,All Job Seekers,PHILLIP,1/30 Corinna Street,(02) 6221 3448,-35.34593401,149.08377117,,
,The Personnel Group Ltd,ACT,2900,BM68,DESB,New,,,,All Job Seekers,TUGGERANONG,Tuggeranong Library 175/245 Cowlishaw St,(02) 6221 3448,-35.41569433,149.06987138,,
"To inspire and empower people through employment. AXIS Employment is a provider that can help you find a job. If you have a disability, injury or illness and are eager to find or stay in employment, AXIS Employment will help you achieve these goals. We help thousands of people to get work every year through our Disability Employment Services programs.",AXIS Employment,VIC,3498,BM78,DESB,New,,,,All Job Seekers,IRYMPLE,"One Hub, 2128 Fifteenth Street,",(03) 5021 0779,-34.23415382,142.16689215,,
,Atwork Australia Pty Ltd,NSW,2450,BM88,DESB,New,,,,All Job Seekers,CORAMBA,"Canopi Learning Solutions, 1492A Coramba Road,",1300 080 856,-30.22332974,153.02015910,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2463,BMNZ,DESB,5,,,,All Job Seekers,MACLEAN,48 River Street,(02) 6645 5111,-29.45856587,153.19679102,,
"DVJS (formerly Dandenong Valley Job Support) has been assisting job seekers with disabilities access and maintain open employment since 1993 and is responsible for thousands of positive life-changing experiences. WE find jobs that match your skills and interests and support you and your employer to ensure that the job, is not just a job but a career.",DVJS Employment Solutions,VIC,3977,BN40,DESB,5,,,,All Job Seekers,CRANBOURNE,Level 1 15 Childers Street,1300 385 738,-38.11184348,145.28474539,,
,Atwork Australia Pty Ltd,QLD,4811,BN58,DESB,New,,,,All Job Seekers,WULGURU,Well Being Medical Centre 340 Stuart Drive,1300 080 856,-19.32793376,146.81796788,,
,Atwork Australia Pty Ltd,QLD,4573,BN68,DESB,New,,,,All Job Seekers,COOLUM BEACH,Matlow Place Suite 9/19 Birtwill,1300 080 856,-26.53055571,153.06952824,,
,Atwork Australia Pty Ltd,NSW,2564,BN78,DESB,New,,,,All Job Seekers,MACQUARIE FIELDS,"Glennquarie Library, 12 Brooks Street,",1300 080 856,-33.98614904,150.89039090,,
,Your Employment Success,SA,5041,BN88,DESB,2,,,,Deaf and Hearing Impaired,WESTBOURNE PARK,367 Goodwood Rd,(08) 8417 5599,-34.96845070,138.59134276,,
,Your Employment Success,SA,5015,BN98,DESB,4,,,,Deaf and Hearing Impaired,PORT ADELAIDE,27-29 McLaren Parade,(08) 8417 5599,-34.83426943,138.51236021,,
,Vision Australia Limited,QLD,4151,BP30,DESB,3,,,,Blind and Vision Impaired,COORPAROO,373 Old Cleveland Road,(07) 3727 2345,-27.49354781,153.06188652,,
,OCTEC West Wyalong Employment Service,NSW,2671,BPCZ,DESB,3,,,,All Job Seekers,WEST WYALONG,89-91 Main Street,(02) 6851 6966,-33.92291946,147.20705766,,
,Joblink Plus,NSW,2830,BQKZ,DESB,2,,,,All Job Seekers,DUBBO,Ground Floor 138 Talbragar Street,(02) 6841 6300,-32.24517576,148.60643604,,
,OCTEC Condobolin Employment Service,NSW,2877,BQZZ,DESB,3,,,,All Job Seekers,CONDOBOLIN,18 William Street,(02) 6851 6966,-33.09002000,147.14649750,,
,Atwork Australia Pty Ltd,WA,6107,BW18,DESB,2,,,,All Job Seekers,CANNINGTON,Unit 22/53 Cecil Avenue,1300 080 856,-32.01473163,115.94139585,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment and Training,NSW,2880,BXCZ,DESB,5,,,,All Job Seekers,BROKEN HILL,"336 Argent Street,",1300 787 392,-32.32108713,141.55287018,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2536,BXVZ,DESB,4,,,,All Job Seekers,BATEMANS BAY,1 Museum Place,(02) 4411 8470,-35.71175485,150.17727015,,
"VERTO is an award winning, not-for-profit organisation assisting businesses and individuals with all their employment and training needs. Our expertise covers a range of areas including Australian Apprenticeships services, Disability Employment Services, jobactive employment services and training. Our mission is to positively impact the lives of individuals.",VERTO,NSW,2795,BZFZ,DESB,4,,,,All Job Seekers,BATHURST,227 Howick Street,1300 483 786,-33.41426730,149.57970707,,
,Your Employment Solutions,QLD,4519,C108,DESB,3,,,,All Job Seekers,BEERWAH,39 Simpson Street,,-26.85617667,152.95795587,,
,Your Employment Solutions,QLD,4560,C118,DESB,3,,,,All Job Seekers,BLI BLI,87 Willis Road,,-26.61423850,153.03644353,,
,Your Employment Solutions,QLD,4551,C128,DESB,3,,,,All Job Seekers,CALOUNDRA,74 Bulcock Street C/o Red Cross Employment Services,,-26.79832852,153.12752393,,
,Your Employment Solutions,QLD,4573,C138,DESB,3,,,,All Job Seekers,COOLUM BEACH,Park Street Next to Library,,-26.53056827,153.06952210,,
,Your Employment Solutions,QLD,4563,C148,DESB,3,,,,All Job Seekers,COOROY,9 Maple Street,,-26.41521307,152.91060344,,
,Your Employment Solutions,QLD,4550,C158,DESB,3,,,,All Job Seekers,LANDSBOROUGH,478 Old Landsborough Road,,-26.81045266,152.96590634,,
,Your Employment Solutions,QLD,4551,C168,DESB,3,,,,All Job Seekers,LITTLE MOUNTAIN,119 Sugar Bay Road,,-26.78515285,153.10584716,,
,Your Employment Solutions,QLD,4552,C178,DESB,3,,,,All Job Seekers,MALENY,55 Maple Street,,-26.76175553,152.85202791,,
,LEAD Employment ACT,ACT,2600,CDGZ,DESB,3,,,,All Job Seekers,CANBERRA,Level 3 54 Marcus Clarke Street,(02) 6257 7088,-35.27644935,149.12686648,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.   ",atWork Australia Pty Ltd,WA,6027,D160,DESB,3,,,,Mental Health,JOONDALUP,Units 1 & 2 48 Central Walk,1300 080 856,-31.74255000,115.77081000,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.   ",atWork Australia Pty Ltd,WA,6027,D160,DESB,4,,,,All Job Seekers,JOONDALUP,Units 1 & 2 48 Central Walk,1300 080 856,-31.74255000,115.77081000,,
"Forrest Personnel have been Disability Employment specialists since 1986, matching local people with local employers for over 30 years.  We provide specialist help for people with a disability, illness or injury to source and secure sustainable employment. This site provides full time services from Monday to Friday 8.30am - 4.30pm.          ",Forrest Personnel,WA,6450,D230,DESB,3,,,,All Job Seekers,ESPERANCE,63A Dempster St,(08) 9792 3333,-33.85844000,121.89351000,,
"breakthru is an Australian for purpose organisation established in 1992. We believe work is fundamental to living a fulfilling and productive life, and that a job enables everyone to play a valued role in the life of their community. That is why we set out to ensure people with disabilities have access to a range of programs that best match their needs.",breakthru,QLD,4006,D990,DESB,4,,,,All Job Seekers,Fortitude Valley,108 Alfred Street,1800 767 212,-27.45608013,153.03318235,,
,The Personnel Group Ltd,VIC,3690,DA98,DESB,New,,,,All Job Seekers,WEST WODONGA,Felltimber Community Centre 189 Melrose Drive,(02) 6056 1833,-36.13566409,146.86268282,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2539,DATZ,DESB,3,,,,All Job Seekers,ULLADULLA,Units 31-32 Ulladulla Plaza 107-109 Princes Highway,(02) 4411 8440,-35.35858215,150.47355359,,
,Joblink Plus,NSW,2370,DAXZ,DESB,2,,,,All Job Seekers,GLEN INNES,271 Grey St,(02) 9658 3100,-29.73823037,151.73628058,,
,Wise Employment Ltd,SA,5074,DB18,DESB,New,,,,All Job Seekers,CAMPBELLTOWN,531 Lower North East Rd,(08) 8408 9200,-34.88457326,138.65735491,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4006,DC18,DESB,New,,,,All Job Seekers,FORTITUDE VALLEY,14B2 Central Brunswick 421 Brunswick Street,1300 080 856,-27.46027059,153.03700493,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4012,DC28,DESB,New,,,,All Job Seekers,NUNDAH,23 Nundah St,1300 080 856,-27.39998178,153.06165086,,
